species_plant,mico,,,,
Syzygium nervosum,AM,,,,
Syzygium resa,AM,,,,
Tabebuia impetiginosa,AM,,,,
Tabebuia roseoalba,AM,,,,
Tabernaemontana catharinensis,AM,,,,
Tabernaemontana donnell-smithii,AM,,,,
Tabernaemontana rupicola,AM,,,,
Tacca chantrieri,NM,,,,
Tagetes erecta,AMNM,,,,
Tagetes tenuifolia,AM,,,,
Talauma ovata,AMNM,,,,
Tamarindus indica,AM,,,,
Tamarix arceuthoides,AM,,,,
Tamarix chinensis,AM,,,,
Tamarix hispida,AM,,,,
Tamarix ramosissima,AMNM,,,,
Tanacetum balsamita,AM,,,,
Tanacetum bipinnatum,AM,,,,
Tanacetum chamaemelifolium,AM,,,,
Tanacetum cinerariifolium,AM,,,,
Tanacetum coccineum,AMNM,,,,
Tanacetum corymbosum,AM,,,,
Tanacetum daghestanicum,AM,,,,
Tanacetum parthenium,AMNM,,,,
Tanacetum vulgare,AMNM,,,,
Tanarius peltatus,AM,,,,
Tapirira obtusa,AM,,,,
Tapura guianensis,AM,,,,
Taraxacum arcticum,NM,,,,
Taraxacum ceratophorum,AM,,,,
Taraxacum confusum,AM,,,,
Taraxacum erythrospermum,AM,,,,
Taraxacum glabrum,AM,,,,
Taraxacum glaucanthum,AM,,,,
Taraxacum japonicum,AM,,,,
Taraxacum monochlamydeum,AM,,,,
Taraxacum officinale,AM,,,,
Taraxacum stevenii,AMNM,,,,
Tauscheria lasiocarpa,NM,,,,
Taxus baccata,AM,,,,
Taxus x,AM,,,,
Tecoma stans,AM,,,,
Tectona grandis,AM,,,,
Telekia speciosa,AMNM,,,,
Telopea speciosissima,AM,,,,
Tephroseris palustris,NM,,,,
Tephrosia purpurea,AM,,,,
Tephrosia sphaerospora,AM,,,,
Terminalia catappa,AM,,,,
Terminalia superba,AM,,,,
Tetraberlinia bifoliolata,EM,,,,
Tetraberlinia moreliana,EM,,,,
Tetraclinis articulata,AM,,,,
Tetracme quadricornis,NM,,,,
Tetragonia tetragonioides,AM,,,,
Tetrameles nudiflora,AM,,,,
Tetramerista glabra,AM,,,,
Tetraria capillaris,AM,,,,
Teucrium botrys,AM,,,,
Teucrium chamaedrys,AM,,,,
Teucrium fruticans,AM,,,,
Teucrium multinodum,AM,,,,
Teucrium orientale,AM,,,,
Teucrium polium,AM,,,,
Teucrium scordium,AM,,,,
Teucrium scorodonia,AM,,,,
Thalamia cupressina,AM,,,,
Thalictrum aquilegiifolium,AM,,,,
Thalictrum foetidum,AM,,,,
Thalictrum lucidum,AM,,,,
Thalictrum minus,AM,,,,
Thalictrum simplex,AM,,,,
Thelycrania sanguinea,AMNM,,,,
Themeda triandra,AM,,,,
Theobroma cacao,AM,,,,
Thermopsis lanceolata,AM,,,,
Thesium alpinum,NM,,,,
Thesium humifusum,NM,,,,
Thespesia populnea,AM,,,,
Thevetia peruviana,AM,,,,
Thinopyrum pungens,AMNM,,,,
Thlaspi arvense,AMNM,,,,
Thlaspi montanum,AM,,,,
Thlaspi pumila,NM,,,,
Thuja occidentalis,AM,,,,
Thuja plicata,AM,,,,
Thuja standishii,AM,,,,
Thujopsis dolabrata,AM,,,,
Thymus desjatovae,AM,,,,
Thymus marschallianus,AM,,,,
Thymus mastichina,AM,,,,
Thymus polytrichus,AM,,,,
Thymus praecox,AM,,,,
Thymus pulegioides,AM,,,,
Thymus serpyllum,AM,,,,
Thymus transcaucasicus,AMNM,,,,
Thymus vulgaris,AM,,,,
Thysanolaena latifolia,AM,,,,
Tibouchina granulosa,AM,,,,
Tilia amurensis,EM,,,,
Tilia begoniifolia,EM,,,,
Tilia cordata,EM,,,,
Tilia mandshurica,EM,,,,
Tilia platyphyllos,EM,,,,
Tilia x,EM,,,,
Tipuana tipu,AM,,,,
Titanodendron hunsteinii,AM,,,,
Tithonia diversifolia,AM,,,,
Tithymalus macroceras,AM,,,,
Tithymalus squamosus,AM,,,,
Tofieldia calyculata,AM,,,,
Tofieldia coccinea,NM,,,,
Tofieldia pusilla,AMNM,,,,
Torilis arvensis,AM,,,,
Torilis japonica,AM,,,,
Toubaouate brevipaniculata,EM,,,,
Touchardia latifolia,NM,,,,
Tournefortia argentea,AM,,,,
Tovomita albiflora,AM,,,,
Tovomita obovata,AM,,,,
Trachelospermum jasminoides,AM,,,,
Trachycarpus fortunei,AM,,,,
Trachymene glaucifolia,AM,,,,
Trachypogon spicatus,AM,,,,
Trachyspermum ammi,AM,,,,
Tradescantia blossfeldiana,NM,,,,
Tradescantia pallida,NM,,,,
Tradescantia virginica,NM,,,,
Tradescantia zebrina,NM,,,,
Tragopogon capitatus,AM,,,,
Tragopogon dubius,AM,,,,
Tragopogon marginifolius,AM,,,,
Tragopogon orientalis,AM,,,,
Tragopogon pratensis,AM,,,,
Tragus racemosus,AM,,,,
Trasus tomentosus,NM,,,,
Trema micrantha,AM,,,,
Trema orientalis,AM,,,,
Trematolobelia kauaiensis,AM,,,,
Trevesia palmata,NM,,,,
Tribulus cistoides,NM,,,,
Tribulus terrester,AM,,,,
Trichilia casaretti,AM,,,,
Trichilia claussenii,AM,,,,
Trichilia elegans,AM,,,,
Trichodesma zeylanicum,AM,,,,
Trichophorum alpinum,NM,,,,
Trichophorum cespitosum,AMNM,,,,
Trichoscypha acuminata,AM,,,,
Tridax procumbens,AM,,,,
Tridens flavus,AM,,,,
Trientalis europaea,AMNM,,,,
Trifolium alexandrinum,AM,,,,
Trifolium alpestre,AMNM,,,,
Trifolium ambiguum,AM,,,,
Trifolium arvense,AM,,,,
Trifolium aureum,AM,,,,
Trifolium badium,AM,,,,
Trifolium campestre,AM,,,,
Trifolium canescens,AM,,,,
Trifolium dubium,AM,,,,
Trifolium fontanum,AM,,,,
Trifolium fragiferum,AMNM,,,,
Trifolium glomeratum,AM,,,,
Trifolium hybridum,AMNM,,,,
Trifolium incarnatum,AM,,,,
Trifolium lupinaster,AM,,,,
Trifolium medium,AM,,,,
Trifolium pratense,AMNM,,,,
Trifolium repens,AM,,,,
Trifolium resupinatum,AMNM,,,,
Trifolium ruprechtii,NM,,,,
Trifolium spadiceum,AM,,,,
Trifolium subterraneum,AMNM,,,,
Trifolium trichocephalum,AM,,,,
Triglochin maritima,AMNM,,,,
Triglochin maritimum,NM,,,,
Triglochin palustre,NM,,,,
Triglochin palustris,NM,,,,
Trigonella arcuata,AM,,,,
Trigonella foenum-graecum,AM,,,,
Trigonella grandiflora,AM,,,,
Trillium flexipes,AM,,,,
Trimorpha alpina,AMNM,,,,
Triodia basedowii,AM,,,,
Tripleurospermum inodorum,AM,,,,
Tripleurospermum maritimum,AM,,,,
Tripleurospermum perforatum,AM,,,,
Tripogon filiformis,AM,,,,
Tripolium pannonicum,AM,,,,
Tripsacum dactyloides,AM,,,,
Triraphis mollis,AM,,,,
Trisetum alpestre,AM,,,,
Trisetum flavescens,AM,,,,
Trisetum sibiricum,AM,,,,
Trisetum spicatum,AMNM,,,,
Tristaniopsis whiteana,NM,,,,
Triteleia laxa,AM,,,,
Triticum aestivum,AMNM,,,,
Triticum carthlicum,AM,,,,
Triticum dicoccon,AM,,,,
Triticum dicoccum,AM,,,,
Triticum durum,AM,,,,
Triticum monococcum,AM,,,,
Triticum paleocolichium,AM,,,,
Triticum polonicum,AM,,,,
Triticum sativum,AM,,,,
Triticum spelta,AM,,,,
Triticum timopheevii,AM,,,,
Trollius asiaticus,AM,,,,
Trollius europaeus,AM,,,,
Trollius ranunculinus,AM,,,,
Tropaeolum majus,AM,,,,
Tsuga canadensis,EM,,,,
Tsuga diversifolia,EM,,,,
Tsuga heterophylla,EM,,,,
Tsuga mertensiana,EM,,,,
Tuberaria guttata,EM,,,,
Tulipa behmiana,AM,,,,
Tulipa biflora,AM,,,,
Tulipa bifloriformis,AM,,,,
Tulipa gesneriana,AM,,,,
Tulipa greigii,AM,,,,
Tulipa kaufmanniana,AM,,,,
Tulipa schrenkii,AM,,,,
Turaniphytum eranthemum,AMNM,,,,
Turczaninovia fastigiata,AM,,,,
Turnera ulmifolia,AM,,,,
Turritis glabra,NM,,,,
Tussilago farfara,AMNM,,,,
Typha angustifolia,AMNM,,,,
Typha latifolia,AMNM,,,,
Typha x,AM,,,,
Uapaca acuminata,EM,,,,
Uapaca guineensis,EM,,,,
Uapaca heudelotii,AM,,,,
Uapaca staudtii,EM,,,,
Uapaca togoensis,EM,,,,
Uapaca vanhouttei,EM,,,,
Ulex europaeus,AM,,,,
Ulex minor,NM,,,,
Ulex parviflorus,AM,,,,
Ulmus glabra,AMNM,,,,
Ulmus laevis,NM,,,,
Ulmus procera,AM,,,,
Ulmus pumila,AMNM,,,,
Ulmus x,AM,,,,
Uncinia richleriana,NM,,,,
Uncinia uncinata,NM,,,,
Uniola paniculata,AM,,,,
Urera glabra,AM,,,,
Urochloa brizantha,AM,,,,
Urochloa decumbens,AM,,,,
Urochloa dictyoneura,AM,,,,
Urochloa humidicola,AM,,,,
Urochloa mutica,AM,,,,
Ursinia anthemoides,AM,,,,
Urtica dioica,AMNM,,,,
Urtica urens,NM,,,,
Utricularia minor,NM,,,,
Vaccaria hispanica,NM,,,,
Vaccinium calycinum,AM,,,,
Vaccinium dentatum,AM,,,,
Vaccinium reticulatum,AM,,,,
Vachellia caven,AM,,,,
Vachellia nilotica,AM,,,,
Valeriana alpestris,AMNM,,,,
Valeriana cardamines,AM,,,,
Valeriana colchica,AM,,,,
Valeriana dioica,NM,,,,
Valeriana jelenevskyi,AM,,,,
Valeriana laxiflora,AM,,,,
Valeriana officinalis,AMNM,,,,
Valeriana rossica,AM,,,,
Valeriana saxicola,NM,,,,
Valeriana tiliifolia,AMNM,,,,
Valerianella locusta,AM,,,,
Valerianella turkestanica,AM,,,,
Vallisneria americana,AM,,,,
Vangueria infausta,AM,,,,
Varronia curassavica,AM,,,,
Vatica nitens,EM,,,,
Venilia vernalis,NM,,,,
Ventilago calyculata,AM,,,,
Veratrum lobelianum,AM,,,,
Veratrum viride,AM,,,,
Verbascum lychnitis,AMNM,,,,
Verbascum nigrum,AM,,,,
Verbascum phlomoides,AM,,,,
Verbascum phoeniceum,AM,,,,
Verbascum pyramidatum,AM,,,,
Verbascum sinuatum,AM,,,,
Verbascum thapsus,AM,,,,
Verbena hastata,AM,,,,
Verbena officinalis,AM,,,,
Verbena stricta,AM,,,,
Verbesina encelioides,AM,,,,
Vernicia fordii,AM,,,,
Vernonia fasciculata,AM,,,,
Vernonia noveboracensis,AM,,,,
Veronica agrestis,AMNM,,,,
Veronica alpina,AM,,,,
Veronica anagallis-aquatica,AMNM,,,,
Veronica arguteserrata,AM,,,,
Veronica arvensis,AM,,,,
Veronica beccabunga,AMNM,,,,
Veronica biloba,AM,,,,
Veronica campylopoda,AM,,,,
Veronica chamaedrys,AMNM,,,,
Veronica denudata,AM,,,,
Veronica filiformis,AM,,,,
Veronica fruticans,AM,,,,
Veronica gentianoides,AMNM,,,,
Veronica gorbunovii,AM,,,,
Veronica hederifolia,AM,,,,
Veronica incana,AM,,,,
Veronica longifolia,AM,,,,
Veronica officinalis,AMNM,,,,
Veronica peduncularis,NM,,,,
Veronica peregrina,AM,,,,
Veronica persica,AM,,,,
Veronica petraea,NM,,,,
Veronica schistosa,AM,,,,
Veronica serpyllifolia,AM,,,,
Veronica spicata,AM,,,,
Veronica spuria,AM,,,,
Veronica telephiifolia,NM,,,,
Veronica teucrium,AM,,,,
Veronica urticifolia,AM,,,,
Veronica verna,NM,,,,
Viburnum lantana,AMNM,,,,
Viburnum lentago,AM,,,,
Viburnum opulus,AMNM,,,,
Viburnum orientale,AM,,,,
Viburnum tinus,AM,,,,
Vicatia coniifolia,AM,,,,
Vicia alpestris,AM,,,,
Vicia balansae,AM,,,,
Vicia cassubica,AMNM,,,,
Vicia cracca,AM,,,,
Vicia faba,AM,,,,
Vicia hirsuta,AM,,,,
Vicia multicaulis,AM,,,,
Vicia nigricans,AM,,,,
Vicia purpurea,AM,,,,
Vicia sativa,AM,,,,
Vicia sepium,AM,,,,
Vicia sylvatica,AM,,,,
Vicia tenuifolia,AM,,,,
Vicia tetrasperma,AM,,,,
Vicia villosa,AM,,,,
Vigna aconitifolia,AM,,,,
Vigna luteola,AM,,,,
Vigna marina,AM,,,,
Vigna mungo,AM,,,,
Vigna parkeri,AM,,,,
Vigna radiata,AM,,,,
Vigna unguiculata,AM,,,,
Vignea colchica,NM,,,,
Vignea pachystylis,NM,,,,
Vignea praecox,NM,,,,
Viguiera eriophora,AM,,,,
Vinca major,AM,,,,
Vinca minor,AM,,,,
Vincetoxicum hirundinaria,AM,,,,
Vincetoxicum officinale,AM,,,,
Viola arvensis,AMNM,,,,
Viola bicolor,AM,,,,
Viola biflora,AM,,,,
Viola calaminaria,AM,,,,
Viola canina,AMNM,,,,
Viola caucasica,NM,,,,
Viola collina,AM,,,,
Viola epipsila,AM,,,,
Viola guestphalica,AM,,,,
Viola hirta,AM,,,,
Viola kitaibeliana,AMNM,,,,
Viola lutea,AM,,,,
Viola maculata,AM,,,,
Viola mauritii,AM,,,,
Viola minuta,NM,,,,
Viola mirabilis,AM,,,,
Viola montana,AM,,,,
Viola odorata,AM,,,,
Viola oreades,AM,,,,
Viola palustris,AMNM,,,,
Viola reichenbachiana,AMNM,,,,
Viola riviniana,AM,,,,
Viola rupestris,AMNM,,,,
Viola somchetica,AM,,,,
Viola tricolor,AMNM,,,,
Viola uliginosa,AM,,,,
Viola wailenalenae,AM,,,,
Viola wittrockiana,AM,,,,
Viola x,AM,,,,
Virola sebifera,AM,,,,
Viscago chlorantha,NM,,,,
Viscainoa geniculata,AM,,,,
Viscaria cardinalis,NM,,,,
Viscaria oculata,NM,,,,
Viscum album,NM,,,,
Vitex agnus-castus,AM,,,,
Vitex megapotamica,AM,,,,
Vitex negundo,AM,,,,
Vitex rotundifolia,AM,,,,
Vitex vestita,AM,,,,
Vitis silvestrii,AM,,,,
Vitis vinifera,AM,,,,
Vriesea limae,AM,,,,
Vulpia bromoides,AM,,,,
Vulpia ciliata,AM,,,,
Vulpia myuros,AM,,,,
Vulpia quadriflora,AM,,,,
Waitzia sp.,AM,,,,
Wallichia mooreana,NM,,,,
Waltheria indica,AM,,,,
Washingtonia filifera,AM,,,,
Webera adunca,AM,,,,
Weigela florida,NM,,,,
Weigela suavis,AM,,,,
Welwitschia mirabilis,AM,,,,
Widdringtonia nodiflora,AM,,,,
Widdringtonia schwarzii,AM,,,,
Wikstroemia furcata,AM,,,,
Wilkesia gymnoxiphium,AM,,,,
Wisteria sinensis,AM,,,,
x Calammophila,AMNM,,,,
Xanthium spinosum,AM,,,,
Xanthium strumarium,AM,,,,
Xylia xylocarpa,AM,,,,
Xylosma ciliatifolia,AM,,,,
Xylosma pseudosalzmanii,AM,,,,
Xylothamia diffusa,AM,,,,
Xyridion foetidissimum,AM,,,,
Yucca elata,AM,,,,
Yucca glauca,AM,,,,
Yucca gloriosa,AM,,,,
Yucca periculosa,AM,,,,
Yucca valida,AM,,,,
Yulania kobus,AM,,,,
Zamia pumila,AM,,,,
Zannichellia palustris,AM,,,,
Zantedeschia aethiopica,AM,,,,
Zanthoxylum heitzii,AM,,,,
Zanthoxylum rhetsa,AM,,,,
Zea mays,AM,,,,
Zeyheria tuberculosa,AMNM,,,,
Zinnia acerosa,AM,,,,
Zinnia elegans,AM,,,,
Zizania latifolia,AM,,,,
Ziziphora pamiroalaica,AM,,,,
Ziziphora pedicellata,AM,,,,
Ziziphora puschkini,AMNM,,,,
Ziziphus jujuba,AM,,,,
Ziziphus mauritiana,AM,,,,
Ziziphus nummularia,AM,,,,
Ziziphus spina-christi,AM,,,,
Ziziphus xylopyrus,AM,,,,
Zizyphus obtusifolia,AM,,,,
Zornia brasiliensis,AM,,,,
Zornia glabra,AM,,,,
Zostera marina,NM,,,,
Zoysia japonica,AM,,,,
Zoysia matrella,AM,,,,
Zoysia tenuifolia,AM,,,,
Zygophyllum dumosum,AM,,,,
Zygophyllum fabago,AMNM,,,,
Zygophyllum howittii,NM,,,,
Zygophyllum pinnatum,NM,,,,
Acacia caven,AM,,,,
Alchornea trewioides,AM,,,,
Allium tanguticum,AM,,,,
Allocasuarina verticillata,AM,,,,
Artemisia ordosica,AM,,,,
Artemisia oxycephala,AM,,,,
Astragalus adsurgens,AM,,,,
Berberis heterophylla,NM,,,,
Brachychiton discolor,AM,,,,
Brachychiton populneus,AM,,,,
Carex moorcroftii,AM,,,,
Carpinus pubescens,EM,,,,
Carpinus tropicalis,EM,,,,
Carya sp,EM/AM,,,,
Celtis pallida,AM,,,,
Celtis wightii,AM,,,,
Cinnamomum bodinieri,AM,,,,
Condalia obovata,AM,,,,
Diospyros texana,AM,,,,
Discaria toumatou,AM,,,,
Eucalyptus diversifolia,EM/AM,,,,
Ficus microcarpa,AM,,,,
Heliconia sp.,AM,,,,
Heteropappus altaicus,AM,,,,
Juniperus osteosperma,AM,,,,
Lagerstroemia indica,AM,,,,
Leymus chinensis,AM,,,,
Mahonia trifoliolata,AM,,,,
Membrillo / Cydonia oblonga,AM,,,,
Morus sp.,AM,,,,
Nothofagus antartica,EM,,,,
Nothofagus pumilo,EM,,,,
Pinus sp,EM,,,,
Platycarya longipes,EM,,,,
Populus fremontii,EM/AM,,,,
Populus simonii,EM/AM,,,,
Prosopis velutina,AM,,,,
Prunus avium,AM,,,,
Quercus agrifolia,EM,,,,
Quercus frainetto,EM,,,,
Quercus sartorii,EM,,,,
Quercus sp,EM,,,,
Quercus variabilis,EM,,,,
Quercus xalapensis,EM,,,,
Sabina vulgaris,AM,,,,
Salix cheilophila,AM,,,,
Salix gooddingii,AM,,,,
Salix psammophila,AM,,,,
Stellera chamaejasme,NM,,,,
Ulmus parvifolia,AM,,,,
Zanthoxylum fagara,AM,,,,
